policy,condition,seed,return,final_distance,last10_mean_distance,success
more_expert,delay_0,10006,-8.678545066460828,0.10624039370670692,0.11115794928646268,0
more_expert,delay_0,10007,-8.948315335835286,0.12208224882244503,0.1553173496049253,0
more_expert,delay_2,10000,-14.32326268203611,0.08356976114023117,0.14928798144116534,0
more_expert,delay_2,10001,-14.723719677422945,0.10804980141905557,0.10513465782528804,0
more_expert,delay_2,10002,-4.235830011239795,0.0375264872226816,0.022059340166905663,1
more_expert,delay_2,10003,-10.57952634882133,0.07139297489275685,0.07613705332942025,0
more_expert,delay_2,10004,-15.299727520548762,0.1313326426489937,0.11823050504624115,0
more_expert,delay_2,10005,-10.16985408806512,0.04735610370755986,0.054417466536005356,0
more_expert,delay_2,10006,-11.931193742911983,0.1030618896251369,0.10937303725356602,0
more_expert,delay_2,10007,-10.54487628302721,0.10314141681885611,0.11548077350133443,0
dagger,delay_0,10000,-6.051763011462891,0.013658585891481882,0.013807373102371207,1
dagger,delay_0,10001,-20.554824721855468,0.09225185514306443,0.21369855165180623,0
dagger,delay_0,10002,-3.516886353714048,0.016720743448296455,0.017221083003100098,1
dagger,delay_0,10003,-6.024439478415154,0.005444252723075873,0.005439206049708557,1
dagger,delay_0,10004,-22.10066175455231,0.053493656544252935,0.13459265163237283,0
dagger,delay_0,10005,-20.172200327763246,0.05536561189752121,0.1347746058153224,0
dagger,delay_0,10006,-6.433771659032646,0.00898395518245003,0.007862805404829072,1
dagger,delay_0,10007,-5.208420704063771,0.038133521852503564,0.03760433559973674,0
dagger,delay_2,10000,-12.587920101810129,0.20545700721664487,0.19366452980241114,0
dagger,delay_2,10001,-18.756524821182758,0.281109345344331,0.28240459335958545,0
dagger,delay_2,10002,-3.6523773187070474,0.018154200613042203,0.016986615210417687,1
dagger,delay_2,10003,-18.02571272601037,0.1224630743596776,0.19853366817277912,0
dagger,delay_2,10004,-14.387311131998874,0.12273228951642932,0.12794641209462784,0
dagger,delay_2,10005,-17.63489182340555,0.03141705577951117,0.0855693815363435,0
dagger,delay_2,10006,-19.95552981701638,0.09957306444566894,0.13707205404811,0
dagger,delay_2,10007,-9.50595018385026,0.12386263356657061,0.1239264881330818,0
