policy,reference,condition,mean_delta,ci_low,ci_high,n_pairs
sac,random,delay_0_g10,1070.3275667939954,883.6477318305623,1211.3154125465264,6
sac,random,delay_0_g12,1079.1954493084324,961.4638891731976,1182.0537109546694,6
sac,random,delay_2_g10,1045.5260620864308,887.1331077128184,1174.055569876832,6
