policy,condition,seed,return,final_distance,last10_mean_distance,success
dagger,delay_2,10001,-16.22090725213993,0.1104596497635088,0.2225823598591945,0
dagger,delay_2,10002,-7.8346616143734495,0.19888394193813497,0.17514472888632057,0
dagger,delay_2,10003,-12.064293105610822,0.09476025341647759,0.08872086312553482,0
dagger,delay_2,10004,-17.196317701329747,0.21848273985513955,0.13626824771808616,0
dagger,delay_2,10005,-8.886307662592516,0.0339273176022674,0.03431619517622364,0
dagger,delay_2,10006,-15.136647309897343,0.14724329413553325,0.1181241918879024,0
dagger,delay_2,10007,-9.048025617291898,0.12518482559025973,0.11300548058576869,0
dagger,delay_2,10008,-2.6520461788265997,0.007424010649446096,0.0075648981389941135,1
dagger,delay_2,10009,-10.17531038182629,0.1178329779832133,0.12218240889392573,0
dagger,delay_2,10010,-9.074317192308682,0.3044483421448833,0.26073789196940134,0
dagger,delay_2,10011,-6.401130447533713,0.012979522710184356,0.01498308746540058,1
dagger,delay_2,10012,-14.230142326808899,0.21854704730472274,0.2334455639952148,0
dagger,delay_2,10013,-9.437146127560013,0.08435112210401362,0.07860726558830658,0
dagger,delay_2,10014,-6.113085978327434,0.03325704321964415,0.03746125686961956,0
dagger,delay_2,10015,-11.349946138259673,0.004483275402422551,0.009782527940050339,1
dagger,delay_2,10016,-14.089792073631182,0.13937543591353618,0.1102864470712444,0
dagger,delay_2,10017,-12.521275115474694,0.004496611279940731,0.009442158637419965,1
dagger,delay_2,10018,-17.21088057767453,0.02346856012634488,0.1339979711127422,0
dagger,delay_2,10019,-10.889309189832725,0.1341762200163772,0.1561866379727202,0
dagger,delay_2,10020,-16.71883956667076,0.03530054204152594,0.16484763791339402,0
dagger,delay_2,10021,-6.720912770156039,0.10882716515840965,0.10244133521220211,0
dagger,delay_2,10022,-17.085110230194704,0.05579666940094942,0.22185387708629314,0
dagger,delay_2,10023,-7.6627702498797445,0.24659936248757935,0.21019781096725776,0
dagger,delay_2,10024,-14.436324382576851,0.11675902603010438,0.089296008335324,0
dagger,delay_2,10025,-11.495466355627322,0.18313112000458887,0.15382447592075757,0
dagger,delay_2,10026,-11.528128192216307,0.2484468989771111,0.2839434911039461,0
dagger,delay_2,10027,-8.37468806595699,0.05488817304754869,0.052791183618180706,0
dagger,delay_2,10028,-15.37395078416157,0.15774961116236946,0.12647143590393212,0
dagger,delay_2,10029,-8.104372271653968,0.2845544789332169,0.2321237534574383,0
